userId,countryCode_x,installedAt,osVersion,device,limitAdTracking,adjustId,adGroupName,trackerName,channel,campaign,creative,os_name,installedDate,countryName_installs,amount,adUnitFormat,adUnitName,advertisingId,countryCode_y,countryName_revenue,createdAt,createdDate,deviceId,eventId,network,packageName,platform,source,eventCount,_merge
e4c73348L83dc14c34976bb7b9d929e2a6fe4,us,2024-01-01 06:45:53+00:00,9,100005208,False,ZAPD60861269324954,adGroupName 32,trackerName 33,channel 7,campaign 14,creative 18,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
c4043348L2405df01468cb9f38af7b6f9ef4a,us,2024-01-01 13:42:05+00:00,9,galaxys8,False,LVJP57384540987196,adGroupName 57,trackerName 60,channel 10,campaign 23,creative 39,android,2024-01-01,United States,0.05,adUnitFormat 1,adUnitName 1,APOL96633497357579,us,United States,"[Timestamp('2024-01-01 23:45:54.121382+0000', tz='UTC')]",2024-01-01,OUTV58280224895974,HQCM11628479581636,network 9,packageName 1,android,source 1,1,both
05f53348Lab4a71704c5c9a7799ebc09dcf4a,de,2024-01-01 14:04:07+00:00,9,galaxys8plus,False,LQAM74341541682494,adGroupName 56,trackerName 59,channel 9,campaign 22,creative 38,android,2024-01-01,Germany,0.0525969,adUnitFormat 1,adUnitName 1,QJGE25787236863773,de,Germany,"[Timestamp('2024-01-01 14:27:43.914488+0000', tz='UTC'), Timestamp('2024-01-01 14:31:38.235665+0000', tz='UTC')]",2024-01-01,TTCE01213474647282,"['HXJR70499520564369', 'QOUW24682420424542']",network 1,packageName 1,android,source 1,2,both
899f3348Lb6ff9f70416e9ad0929c38167708,us,2024-01-01 01:14:27+00:00,9,galaxys8active,False,IVCM96549977853590,adGroupName 10,trackerName 10,channel 3,campaign 6,creative 7,android,2024-01-01,United States,0.342264423,"['adUnitFormat 1', 'adUnitFormat 2', 'adUnitFormat 3']","['adUnitName 2', 'adUnitName 11', 'adUnitName 12', 'adUnitName 13', 'adUnitName 14', 'adUnitName 19']",PUNY73201688947662,us,United States,"[Timestamp('2024-01-01 02:49:19.098225+0000', tz='UTC'), Timestamp('2024-01-01 01:18:23.333482+0000', tz='UTC'), Timestamp('2024-01-01 01:20:29.898407+0000', tz='UTC'), Timestamp('2024-01-01 01:20:39.660628+0000', tz='UTC'), Timestamp('2024-01-01 01:20:59.647255+0000', tz='UTC'), Timestamp('2024-01-01 01:23:48.938336+0000', tz='UTC'), Timestamp('2024-01-01 01:25:07.299672+0000', tz='UTC'), Timestamp('2024-01-01 01:26:30.960055+0000', tz='UTC'), Timestamp('2024-01-01 03:12:58.459546+0000', tz='UTC'), Timestamp('2024-01-01 03:15:20.796641+0000', tz='UTC'), Timestamp('2024-01-01 01:38:36.582908+0000', tz='UTC'), Timestamp('2024-01-01 01:43:16.333402+0000', tz='UTC'), Timestamp('2024-01-01 01:44:20.273633+0000', tz='UTC'), Timestamp('2024-01-01 01:44:54.645353+0000', tz='UTC'), Timestamp('2024-01-01 01:45:14.617698+0000', tz='UTC'), Timestamp('2024-01-01 04:09:52.449039+0000', tz='UTC'), Timestamp('2024-01-01 04:10:02.498797+0000', tz='UTC'), Timestamp('2024-01-01 04:10:13.443415+0000', tz='UTC'), Timestamp('2024-01-01 04:10:22.447415+0000', tz='UTC'), Timestamp('2024-01-01 04:11:24.270135+0000', tz='UTC'), Timestamp('2024-01-01 04:11:32.825678+0000', tz='UTC'), Timestamp('2024-01-01 04:11:44.649973+0000', tz='UTC'), Timestamp('2024-01-01 04:11:52.476270+0000', tz='UTC'), Timestamp('2024-01-01 04:12:02.688680+0000', tz='UTC'), Timestamp('2024-01-01 04:12:12.560616+0000', tz='UTC'), Timestamp('2024-01-01 04:15:12.797809+0000', tz='UTC'), Timestamp('2024-01-01 04:15:22.775701+0000', tz='UTC'), Timestamp('2024-01-01 04:15:33.024231+0000', tz='UTC'), Timestamp('2024-01-01 04:15:39.768602+0000', tz='UTC'), Timestamp('2024-01-01 04:15:52.646940+0000', tz='UTC'), Timestamp('2024-01-01 04:16:02.892520+0000', tz='UTC'), Timestamp('2024-01-01 04:16:22.703203+0000', tz='UTC'), Timestamp('2024-01-01 04:16:32.629733+0000', tz='UTC'), Timestamp('2024-01-01 04:16:42.801027+0000', tz='UTC'), Timestamp('2024-01-01 04:16:52.850531+0000', tz='UTC'), Timestamp('2024-01-01 04:17:02.803099+0000', tz='UTC'), Timestamp('2024-01-01 04:17:14.216163+0000', tz='UTC'), Timestamp('2024-01-01 04:17:22.732656+0000', tz='UTC'), Timestamp('2024-01-01 04:17:33.203772+0000', tz='UTC'), Timestamp('2024-01-01 04:17:43.495798+0000', tz='UTC'), Timestamp('2024-01-01 04:17:49.844926+0000', tz='UTC'), Timestamp('2024-01-01 04:18:03.241915+0000', tz='UTC'), Timestamp('2024-01-01 04:18:23.290755+0000', tz='UTC'), Timestamp('2024-01-01 04:18:33.583131+0000', tz='UTC'), Timestamp('2024-01-01 04:18:43.158543+0000', tz='UTC'), Timestamp('2024-01-01 04:18:53.118689+0000', tz='UTC'), Timestamp('2024-01-01 04:19:03.005172+0000', tz='UTC'), Timestamp('2024-01-01 04:19:52.760941+0000', tz='UTC'), Timestamp('2024-01-01 04:20:02.945792+0000', tz='UTC'), Timestamp('2024-01-01 04:20:10.384603+0000', tz='UTC'), Timestamp('2024-01-01 04:20:20.208692+0000', tz='UTC'), Timestamp('2024-01-01 04:20:29.909430+0000', tz='UTC'), Timestamp('2024-01-01 04:20:39.800514+0000', tz='UTC'), Timestamp('2024-01-01 05:14:17.976272+0000', tz='UTC'), Timestamp('2024-01-01 05:14:33.901551+0000', tz='UTC'), Timestamp('2024-01-01 05:14:44.049259+0000', tz='UTC'), Timestamp('2024-01-01 05:15:04.175162+0000', tz='UTC'), Timestamp('2024-01-01 05:15:13.855157+0000', tz='UTC'), Timestamp('2024-01-01 05:15:23.910543+0000', tz='UTC'), Timestamp('2024-01-01 05:15:33.955094+0000', tz='UTC'), Timestamp('2024-01-01 05:15:43.859903+0000', tz='UTC'), Timestamp('2024-01-01 05:15:54.058302+0000', tz='UTC'), Timestamp('2024-01-01 05:16:03.868492+0000', tz='UTC'), Timestamp('2024-01-01 05:16:23.698755+0000', tz='UTC'), Timestamp('2024-01-01 05:16:33.699274+0000', tz='UTC'), Timestamp('2024-01-01 05:16:43.761178+0000', tz='UTC'), Timestamp('2024-01-01 05:16:53.859479+0000', tz='UTC'), Timestamp('2024-01-01 05:16:57.226030+0000', tz='UTC'), Timestamp('2024-01-01 05:18:31.468403+0000', tz='UTC'), Timestamp('2024-01-01 05:18:41.761561+0000', tz='UTC'), Timestamp('2024-01-01 05:18:51.523722+0000', tz='UTC'), Timestamp('2024-01-01 05:19:00.021904+0000', tz='UTC'), Timestamp('2024-01-01 05:19:28.043405+0000', tz='UTC'), Timestamp('2024-01-01 05:19:37.988614+0000', tz='UTC'), Timestamp('2024-01-01 05:19:47.911040+0000', tz='UTC'), Timestamp('2024-01-01 05:19:57.873136+0000', tz='UTC'), Timestamp('2024-01-01 05:20:07.364896+0000', tz='UTC'), Timestamp('2024-01-01 05:20:47.651739+0000', tz='UTC'), Timestamp('2024-01-01 05:20:56.798199+0000', tz='UTC'), Timestamp('2024-01-01 05:21:06.819072+0000', tz='UTC'), Timestamp('2024-01-01 05:21:16.677910+0000', tz='UTC'), Timestamp('2024-01-01 05:21:26.709910+0000', tz='UTC'), Timestamp('2024-01-01 05:21:36.813666+0000', tz='UTC'), Timestamp('2024-01-01 05:21:46.723762+0000', tz='UTC'), Timestamp('2024-01-01 05:21:56.815793+0000', tz='UTC'), Timestamp('2024-01-01 05:22:07.011433+0000', tz='UTC')]",2024-01-01,QJYS94185817323199,"['RGBB36020901678624', 'LFKZ80688340910168', 'VDKK69081690714949', 'EBHN10527932980775', 'YBOV97127657852267', 'WNGJ60637680497047', 'XMXW27149838747399', 'VJAQ65661396279095', 'PCYS64554841278075', 'UHJX53570597948847', 'XVQJ21851988578982', 'CZWI69479412336897', 'VNIV23330447382631', 'JLXY19092441250544', 'MOCG75294570799312', 'ITCR18495373975293', 'DLBQ78314423727011', 'GAJI77904689487690', 'YMIN40788801331988', 'WDBO84481591158212', 'FJKC83093733622185', 'HLWX37437483708479', 'VCZR23543144462293', 'RYIG64407636481923', 'CYQT09565719176731', 'NBQB32951001999242', 'IFGM59175142020597', 'IQOG92584522124941', 'WICF98458027293759', 'AQDF33370821688509', 'RRDW30658834038510', 'DXWL87599584680850', 'UZTL39676491797861', 'FCFM81570043563434', 'WNSG91509757213556', 'FRBB97668121827643', 'IAAG37937830522552', 'SCZU13988726120757', 'FJFU36912900329181', 'MOFS27577613320140', 'OKIA90846026120721', 'ZGXI08613870726562', 'UROL40353834095867', 'WKDS17037958938053', 'AAWW39253628118313', 'KTOV36930624132642', 'RMIN03922869482697', 'GNYM75122961036473', 'TXRA14182807983513', 'JVTC82889955701958', 'IZIA09087128797965', 'KNFB86800907039485', 'ZKNK23417087773815', 'UTCP74407885696964', 'GIKF50174116140867', 'IQVX94506049640435', 'LZCE64721846991231', 'UOTG76163836034975', 'ASVG13300336274100', 'WSLH01694234481938', 'ROVF59778376765987', 'FYCJ29156546919043', 'MIHN93376710541855', 'GWLC89819140587086', 'EXDT80831369062637', 'CQHC61098568602968', 'EHER54708541833433', 'DXGL78135112395100', 'SOBO00660899236711', 'TGFW51490186953012', 'KJSJ11283273636792', 'GNWX81574680204412', 'BWWO97428198086519', 'XJFC00417748739463', 'RNMM22311476647311', 'WMCN88643723526919', 'UGVS26713844871690', 'TOZR84314006791794', 'QFXM71553083600420', 'NBYA53168586320974', 'ZBHB73025554924441', 'XGVQ46164289018624', 'FTSI98521611597098', 'MEBK12873938843116', 'AIST27786779218470', 'SXDH46924392393701']","['network 2', 'network 6', 'network 7', 'network 1', 'network 17', 'network 15', 'network 11']","['packageName 2', 'packageName 4', 'packageName 5']",android,source 1,86,both
8c5b3348L84686c3247fe9a1bab09c80621f8,us,2024-01-01 09:45:09+00:00,9,galaxyj7crown,False,LAJQ87967880944474,adGroupName 9,trackerName 9,channel 3,campaign 6,creative 6,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
116a3348L8225d8254093a3f919c797bc2831,us,2024-01-01 20:33:32+00:00,9,u693cl,False,QGNK27406694887597,adGroupName 8,trackerName 8,channel 3,campaign 6,creative 6,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
e2d63348Lce62a8024ac89653ae4ce11d721a,es,2024-01-01 16:43:59+00:00,9,redminote8,False,GRXL72868186481877,adGroupName 7,trackerName 7,channel 2,campaign 5,creative 5,android,2024-01-01,Spain,0.47351,"['adUnitFormat 1', 'adUnitFormat 4']","['adUnitName 1', 'adUnitName 16']","['KAEC25875650770807', 'MVNH76971032880472']",es,Spain,"[Timestamp('2024-01-01 17:46:47.232714+0000', tz='UTC'), Timestamp('2024-01-01 17:11:09.364170+0000', tz='UTC')]",2024-01-01,"['DFJH30793295851791', 'YCNR63263280188324']","['GEAG87212087745327', 'FSBX50895412762884']","['network 1', 'network 10']","['packageName 1', 'packageName 7']",android,"['source 1', 'source 2']",2,both
b6213348Lf67fa1504199ac6968267493874e,es,2024-01-01 21:57:04+00:00,9,galaxys8,False,GKCF16655804558808,adGroupName 6,trackerName 6,channel 2,campaign 5,creative 5,android,2024-01-01,Spain,,,,,,,,,,,,,,,0,left_only
4fdc3348L2faf4e284eb9adb5be1b07a6986d,us,2024-01-01 21:33:33+00:00,9,legacy,True,MCCX57851778477919,adGroupName 5,trackerName 5,channel 2,campaign 4,creative 4,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
4b253348L425fcba2462695f699e27870a6b5,us,2024-01-01 16:18:22+00:00,9,journeylte,False,RCHZ07124631299886,adGroupName 5,trackerName 5,channel 2,campaign 4,creative 4,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
d8923348L4d9b4e674e469b1cb7faa12869f4,us,2024-01-01 18:04:17+00:00,9,galaxys8active,False,VQZE64662082917175,adGroupName 4,trackerName 4,channel 1,campaign 2,creative 3,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
e2743348L699571fa4fd9b4f7e8b3c5720df0,de,2024-01-01 03:29:45+00:00,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,2024-01-01,Germany,0.186441008,"['adUnitFormat 1', 'adUnitFormat 2', 'adUnitFormat 3']","['adUnitName 1', 'adUnitName 15', 'adUnitName 20']",DNRA06338648505622,us,United States,"[Timestamp('2024-01-01 06:05:44.576467+0000', tz='UTC'), Timestamp('2024-01-01 01:18:46.803756+0000', tz='UTC'), Timestamp('2024-01-01 01:18:57.367861+0000', tz='UTC'), Timestamp('2024-01-01 06:38:04.218217+0000', tz='UTC'), Timestamp('2024-01-01 15:29:51.522594+0000', tz='UTC'), Timestamp('2024-01-01 23:25:34.720679+0000', tz='UTC'), Timestamp('2024-01-01 05:29:15.823771+0000', tz='UTC'), Timestamp('2024-01-01 05:34:57.524904+0000', tz='UTC'), Timestamp('2024-01-01 06:02:15.851377+0000', tz='UTC'), Timestamp('2024-01-01 06:09:27.898768+0000', tz='UTC'), Timestamp('2024-01-01 06:41:07.014082+0000', tz='UTC'), Timestamp('2024-01-01 06:44:04.399614+0000', tz='UTC'), Timestamp('2024-01-01 06:52:23.257297+0000', tz='UTC'), Timestamp('2024-01-01 06:55:26.680091+0000', tz='UTC'), Timestamp('2024-01-01 06:58:37.055420+0000', tz='UTC'), Timestamp('2024-01-01 07:01:31.017212+0000', tz='UTC'), Timestamp('2024-01-01 07:04:11.317980+0000', tz='UTC'), Timestamp('2024-01-01 07:06:53.849965+0000', tz='UTC'), Timestamp('2024-01-01 07:10:42.197851+0000', tz='UTC'), Timestamp('2024-01-01 07:13:21.706880+0000', tz='UTC'), Timestamp('2024-01-01 07:16:01.971188+0000', tz='UTC'), Timestamp('2024-01-01 14:54:44.865467+0000', tz='UTC'), Timestamp('2024-01-01 15:53:48.700769+0000', tz='UTC'), Timestamp('2024-01-01 15:56:49.170649+0000', tz='UTC'), Timestamp('2024-01-01 15:57:54.934038+0000', tz='UTC'), Timestamp('2024-01-01 15:58:04.899140+0000', tz='UTC'), Timestamp('2024-01-01 18:45:45.013534+0000', tz='UTC'), Timestamp('2024-01-01 18:45:55.101665+0000', tz='UTC'), Timestamp('2024-01-01 18:46:05.182954+0000', tz='UTC'), Timestamp('2024-01-01 18:46:15.315603+0000', tz='UTC'), Timestamp('2024-01-01 18:46:20.246468+0000', tz='UTC'), Timestamp('2024-01-01 18:46:32.387467+0000', tz='UTC'), Timestamp('2024-01-01 23:15:42.505462+0000', tz='UTC'), Timestamp('2024-01-01 23:15:52.510994+0000', tz='UTC'), Timestamp('2024-01-01 23:16:02.557426+0000', tz='UTC'), Timestamp('2024-01-01 23:16:10.270394+0000', tz='UTC'), Timestamp('2024-01-01 23:16:23.835880+0000', tz='UTC'), Timestamp('2024-01-01 23:17:13.676368+0000', tz='UTC'), Timestamp('2024-01-01 23:17:23.725860+0000', tz='UTC'), Timestamp('2024-01-01 23:17:33.676164+0000', tz='UTC'), Timestamp('2024-01-01 23:17:43.671810+0000', tz='UTC'), Timestamp('2024-01-01 23:17:46.605456+0000', tz='UTC'), Timestamp('2024-01-01 23:18:44.714442+0000', tz='UTC'), Timestamp('2024-01-01 23:22:11.602707+0000', tz='UTC'), Timestamp('2024-01-01 23:22:21.459592+0000', tz='UTC'), Timestamp('2024-01-01 23:22:23.485020+0000', tz='UTC'), Timestamp('2024-01-01 23:22:38.930145+0000', tz='UTC'), Timestamp('2024-01-01 23:22:49.007859+0000', tz='UTC'), Timestamp('2024-01-01 23:22:59.021655+0000', tz='UTC'), Timestamp('2024-01-01 23:24:44.883067+0000', tz='UTC'), Timestamp('2024-01-01 23:24:54.798570+0000', tz='UTC'), Timestamp('2024-01-01 23:25:06.054248+0000', tz='UTC'), Timestamp('2024-01-01 23:25:14.862052+0000', tz='UTC'), Timestamp('2024-01-01 23:25:24.723691+0000', tz='UTC'), Timestamp('2024-01-01 23:25:43.493476+0000', tz='UTC'), Timestamp('2024-01-01 23:26:02.113182+0000', tz='UTC'), Timestamp('2024-01-01 23:26:12.041984+0000', tz='UTC'), Timestamp('2024-01-01 23:26:22.017481+0000', tz='UTC'), Timestamp('2024-01-01 23:26:31.956091+0000', tz='UTC'), Timestamp('2024-01-01 23:30:25.172493+0000', tz='UTC'), Timestamp('2024-01-01 23:30:37.137139+0000', tz='UTC'), Timestamp('2024-01-01 23:30:45.027554+0000', tz='UTC'), Timestamp('2024-01-01 23:30:57.193192+0000', tz='UTC'), Timestamp('2024-01-01 23:31:05.057395+0000', tz='UTC'), Timestamp('2024-01-01 23:31:15.103242+0000', tz='UTC'), Timestamp('2024-01-01 23:31:25.140211+0000', tz='UTC'), Timestamp('2024-01-01 23:31:26.505226+0000', tz='UTC'), Timestamp('2024-01-01 23:31:42.115487+0000', tz='UTC'), Timestamp('2024-01-01 23:31:51.970345+0000', tz='UTC'), Timestamp('2024-01-01 23:32:02.029497+0000', tz='UTC'), Timestamp('2024-01-01 23:32:12.183580+0000', tz='UTC'), Timestamp('2024-01-01 23:32:13.887775+0000', tz='UTC'), Timestamp('2024-01-01 23:32:16.161886+0000', tz='UTC')]",2024-01-01,"['YBSU65690062552565', 'FPFN52196479306040']","['VTCG22147540339387', 'PBIE97890996680769', 'XXNF19744635632330', 'YCFE33241224322567', 'RTWP53951539745249', 'VZIU46355171974193', 'TEYS90539224464689', 'DYEI05193630300016', 'SPVP06171687733473', 'HJUJ81162856957456', 'URKO89891058236715', 'XSKJ43583345137986', 'RWFW56186650947647', 'CCIQ75095009452692', 'OALJ36845453438498', 'MGQT72195797133850', 'TAHM11443537289765', 'TGET63836307931956', 'LXDC62332797632035', 'PDAX70025215504694', 'HJQW13354470945707', 'WHNO87672899532917', 'YVKA45141191187349', 'ZBCU06002554197012', 'ZSMA22748752619369', 'DGPW23133604260497', 'HANN28830846907658', 'QJDO85797929129560', 'AZIY24013609375662', 'IESX34062500392173', 'HIFB34242861363722', 'OCCC98917744581649', 'SFZZ27023614496274', 'VKLZ19795367403348', 'XLAJ51939129677739', 'SEEI92088974478678', 'PUBP70938748033889', 'TCVX10732700034465', 'ABDP30681804086265', 'QMUG84712067753961', 'IWWK12866224426206', 'UGNS53265576828420', 'IQQQ17921754904437', 'LDZH12363717744047', 'XBIE18948511944851', 'INVY28486486187650', 'EXYV83331664638703', 'NCUI64177044326562', 'ACDH09681567274013', 'CQDA58981036616028', 'KHJO11240177223818', 'EABH43485214384560', 'XYEY52746388724992', 'WBQT98378788929526', 'EEFS92354969442186', 'IKWE84678356845014', 'TXLN41001433074472', 'BJPC80727971174903', 'AOOE65836352706609', 'XGYV88941729879597', 'GBAD22081742736051', 'LWXE43587051328529', 'RRHA17758967443000', 'RQKM01902906003742', 'WYAO28374620127911', 'PRLE51004806085527', 'ILLY07993066624749', 'FLUF29807747310086', 'VZEU30077789717869', 'DQSX59510529300873', 'ZDPP88144479376543', 'WXUF68437423581327', 'SKWJ59270565996890']","['network 1', 'network 8', 'network 2', 'network 12', 'network 17', 'network 13', 'network 6', 'network 7', 'network 3', 'network 15']","['packageName 1', 'packageName 6']",android,source 1,73,both
06c53348Lb7f6262c4261a5b7340f301f4a92,au,2024-01-01 01:22:50+00:00,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,2024-01-01,Australia,0.006180977,adUnitFormat 1,adUnitName 1,WYWS55356535259373,ca,Canada,"[Timestamp('2024-01-01 04:19:04.281771+0000', tz='UTC'), Timestamp('2024-01-01 04:41:18.041051+0000', tz='UTC'), Timestamp('2024-01-01 05:02:39.465687+0000', tz='UTC'), Timestamp('2024-01-01 06:41:46.783231+0000', tz='UTC'), Timestamp('2024-01-01 08:00:45.014775+0000', tz='UTC'), Timestamp('2024-01-01 05:32:03.184580+0000', tz='UTC'), Timestamp('2024-01-01 05:35:34.077806+0000', tz='UTC'), Timestamp('2024-01-01 05:55:41.266758+0000', tz='UTC'), Timestamp('2024-01-01 06:06:00.539139+0000', tz='UTC'), Timestamp('2024-01-01 06:09:20.850970+0000', tz='UTC'), Timestamp('2024-01-01 06:38:39.752453+0000', tz='UTC'), Timestamp('2024-01-01 06:45:03.783219+0000', tz='UTC'), Timestamp('2024-01-01 06:47:55.044143+0000', tz='UTC'), Timestamp('2024-01-01 06:51:32.696920+0000', tz='UTC'), Timestamp('2024-01-01 06:54:13.443573+0000', tz='UTC'), Timestamp('2024-01-01 06:58:38.065956+0000', tz='UTC'), Timestamp('2024-01-01 07:01:46.451219+0000', tz='UTC'), Timestamp('2024-01-01 07:04:54.964535+0000', tz='UTC'), Timestamp('2024-01-01 07:10:37.325990+0000', tz='UTC'), Timestamp('2024-01-01 07:14:00.331726+0000', tz='UTC'), Timestamp('2024-01-01 07:26:20.774620+0000', tz='UTC'), Timestamp('2024-01-01 07:29:31.268758+0000', tz='UTC'), Timestamp('2024-01-01 07:32:14.781942+0000', tz='UTC'), Timestamp('2024-01-01 07:35:36.219471+0000', tz='UTC'), Timestamp('2024-01-01 07:38:51.221021+0000', tz='UTC'), Timestamp('2024-01-01 07:41:50.261926+0000', tz='UTC'), Timestamp('2024-01-01 08:16:01.168631+0000', tz='UTC'), Timestamp('2024-01-01 08:20:47.756082+0000', tz='UTC'), Timestamp('2024-01-01 08:26:19.480939+0000', tz='UTC'), Timestamp('2024-01-01 08:29:26.073329+0000', tz='UTC'), Timestamp('2024-01-01 08:31:59.813247+0000', tz='UTC'), Timestamp('2024-01-01 08:52:36.535375+0000', tz='UTC'), Timestamp('2024-01-01 08:55:20.734547+0000', tz='UTC'), Timestamp('2024-01-01 08:58:36.215127+0000', tz='UTC'), Timestamp('2024-01-01 09:01:38.425901+0000', tz='UTC')]",2024-01-01,OPDS19296982968073,"['ACVH81800365309399', 'AJIE67942237150314', 'NMFD23525567785987', 'MEHX26688076746853', 'BNHB37216705096339', 'EMDC52921030581602', 'WLOH13384236049043', 'UKMM68769159193530', 'FPDE59152391800692', 'HFQS45643598531594', 'BKPD63492100034986', 'ROTU47343057654546', 'JIHZ22513500335559', 'LKHK32685881712736', 'LJAE03543957929821', 'WTWA69363884906762', 'BBSB53359626681934', 'WIJQ73898012316332', 'RLAU62990166001241', 'KJFM10708573642733', 'QBIA62238761405965', 'BUBU83470563315586', 'IBAX78185370031027', 'SBIA81398749511898', 'JXVS63456218226984', 'VFUP67982350759657', 'VWFX26914907846427', 'QQYH43552889133201', 'MRMJ47852730259644', 'AEEV95003138967338', 'QFHH54250361265052', 'CPLQ46136710035893', 'EEJK49053996885426', 'LHVT76073551397013', 'ICFE02825335814232']","['network 1', 'network 11']",packageName 1,android,source 1,35,both
9f3b3348Lfc6d6a144388ae0c4768b54c79ca,us,2024-01-01 01:11:23+00:00,9,galaxys8,False,MUJU91991664314739,adGroupName 12,trackerName 12,channel 4,campaign 7,creative 8,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
73e93348L2c3dab404254965052161473085e,us,2024-01-01 12:01:16+00:00,10,galaxys9plus,False,CZAX74339463878136,adGroupName 11,trackerName 11,channel 3,campaign 6,creative 7,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
29e43348L9e635dfb4d79b8fe4488d2decad5,us,2024-01-01 04:59:22+00:00,10,galaxynote9,False,FVWI48935781386681,adGroupName 58,trackerName 61,channel 10,campaign 23,creative 39,android,2024-01-01,United States,0.41090786,"['adUnitFormat 3', 'adUnitFormat 2', 'adUnitFormat 1']","['adUnitName 4', 'adUnitName 5', 'adUnitName 1']",HLNY13806194246881,us,United States,"[Timestamp('2024-01-01 20:56:33.943846+0000', tz='UTC'), Timestamp('2024-01-01 20:59:45.681038+0000', tz='UTC'), Timestamp('2024-01-01 21:01:21.368953+0000', tz='UTC'), Timestamp('2024-01-01 21:24:12.543126+0000', tz='UTC'), Timestamp('2024-01-01 21:24:30.044008+0000', tz='UTC'), Timestamp('2024-01-01 21:25:04.365664+0000', tz='UTC'), Timestamp('2024-01-01 08:15:07.944721+0000', tz='UTC')]",2024-01-01,"['UQZS41127917686848', 'DNAD79611404131476']","['FYTW17213035412997', 'KODE76918728645392', 'MHLP44907585579991', 'DEWR72672154823793', 'MBGE40101719128160', 'VBZW41977211397507', 'IPTD66652972943882']","['network 2', 'network 1']","['packageName 2', 'packageName 1']",android,source 1,7,both
8ad13348L374d272d45a38322ca88c9f87bec,us,2024-01-01 11:21:47+00:00,11,one5gace,False,TSZF57696229659748,adGroupName 32,trackerName 34,channel 7,campaign 14,creative 19,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
25cd3348L7983668e46c3afe1922cc0a93041,us,2024-01-01 17:37:05+00:00,11,octopus,False,DJJV78195021110391,adGroupName 61,trackerName 65,channel 10,campaign 23,creative 39,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
13d03348L81af24674064b4b411d499101009,us,2024-01-01 01:08:48+00:00,11,view2,False,GOXE19602689376661,adGroupName 59,trackerName 63,channel 10,campaign 23,creative 40,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
25413348L8a0a23274d0697c6a9e3c059794e,us,2024-01-01 02:24:39+00:00,11,motogplay(2021),False,WGJG38043126510958,adGroupName 57,trackerName 60,channel 10,campaign 23,creative 39,android,2024-01-01,United States,,,,,,,,,,,,,,,0,left_only
25243348L726222ab4b6bb9ee214e1cda0588,us,2024-01-01 22:44:36+00:00,11,motog8power,False,DEIX17756832042756,adGroupName 60,trackerName 64,channel 10,campaign 23,creative 39,android,2024-01-01,United States,0.802977,adUnitFormat 4,adUnitName 16,MVNH76971032880472,us,United States,"[Timestamp('2024-01-01 23:15:04.957865+0000', tz='UTC'), Timestamp('2024-01-01 23:28:04.054587+0000', tz='UTC')]",2024-01-01,YCNR63263280188324,"['QHDP85621363002923', 'EUBC64466361540463']",network 10,packageName 7,android,source 2,2,both
20a23348L6f3255a64d5084a87e6907ef2005,us,2024-01-01 01:28:16+00:00,11,tab-8us2,False,AOUX47203090866548,adGroupName 62,trackerName 66,channel 10,campaign 23,creative 39,android,2024-01-01,United States,0.104814501,"['adUnitFormat 2', 'adUnitFormat 3']","['adUnitName 5', 'adUnitName 9', 'adUnitName 17']",SUQI74040824240185,us,United States,"[Timestamp('2024-01-01 02:28:39.033802+0000', tz='UTC'), Timestamp('2024-01-01 13:33:32.620142+0000', tz='UTC'), Timestamp('2024-01-01 14:00:37.052279+0000', tz='UTC'), Timestamp('2024-01-01 13:34:40.292996+0000', tz='UTC'), Timestamp('2024-01-01 13:34:49.702352+0000', tz='UTC'), Timestamp('2024-01-01 13:35:30.063157+0000', tz='UTC'), Timestamp('2024-01-01 13:35:40.004196+0000', tz='UTC'), Timestamp('2024-01-01 13:35:49.737050+0000', tz='UTC'), Timestamp('2024-01-01 13:59:06.026349+0000', tz='UTC'), Timestamp('2024-01-01 13:59:07.363245+0000', tz='UTC')]",2024-01-01,GWVQ53818041567948,"['ZKZU42361185325324', 'IDPW23212085528505', 'QLCH54363125273557', 'VMMC12148816412142', 'BDCX30625102140790', 'MOWM33224059637824', 'ZXUD55124076213143', 'MFCW39184316899944', 'VIPA51241180510247', 'SYKH35028624694617']","['network 3', 'network 5', 'network 13', 'network 8', 'network 14', 'network 1']","['packageName 2', 'packageName 3']",android,source 1,10,both
