userId,createdAt,countryCode,platform,amount,eventId,source,network,adUnitFormat,deviceId,advertisingId,packageName,adUnitName,createdDate,countryName
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:02.113182+00:00,us,android,0.000301503,IKWE84678356845014,source 1,network 7,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:12.041984+00:00,us,android,0.00021,TXLN41001433074472,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:22.017481+00:00,us,android,0.00015,BJPC80727971174903,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:26:31.956091+00:00,us,android,0.00015,AOOE65836352706609,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:25.172493+00:00,us,android,0.00013321,XGYV88941729879597,source 1,network 15,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:37.137139+00:00,us,android,0.00017025,GBAD22081742736051,source 1,network 17,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:45.027554+00:00,us,android,9.83e-05,LWXE43587051328529,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:30:57.193192+00:00,us,android,0.0001545,RRHA17758967443000,source 1,network 17,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:05.057395+00:00,us,android,0.000183,RQKM01902906003742,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:15.103242+00:00,us,android,0.00043,WYAO28374620127911,source 1,network 6,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:25.140211+00:00,us,android,0.000301503,PRLE51004806085527,source 1,network 7,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:26.505226+00:00,us,android,0.013,ILLY07993066624749,source 1,network 3,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:42.115487+00:00,us,android,0.000301503,FLUF29807747310086,source 1,network 7,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:31:51.970345+00:00,us,android,0.0001215,VZEU30077789717869,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:32:02.029497+00:00,us,android,0.00014775,DQSX59510529300873,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:32:12.183580+00:00,us,android,0.000193204,ZDPP88144479376543,source 1,network 13,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:32:13.887775+00:00,us,android,0.00310992,WXUF68437423581327,source 1,network 1,adUnitFormat 3,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 20,2024-01-01,United States
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:32:16.161886+00:00,us,android,0.000126,SKWJ59270565996890,source 1,network 12,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,2024-01-01,United States
